scenario,original_event,increment_cash,start,end,method
S0_0_paid_open_5,0,-8419.451604129958,2020-01-02,2026-09-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,12,177.90133459999925,2020-10-13,2020-10-20,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,13,-508.85196499998347,2020-10-21,2020-11-13,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,14,86.74588279999807,2020-11-16,2020-12-01,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,15,-1039.6604191999795,2020-12-02,2021-02-04,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,16,-110.42232599998897,2021-02-05,2021-03-16,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,17,-81.20905059999859,2021-03-17,2021-03-30,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,18,12.811932400007208,2021-03-31,2021-04-19,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,19,-406.60434899998654,2021-04-20,2021-06-17,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,2,361.80591260001165,2020-02-11,2020-03-10,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,20,-26.207498599993414,2021-06-18,2021-07-05,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,21,-27.146569599999566,2021-07-06,2021-07-15,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,22,-210.60659139999916,2021-07-16,2021-07-30,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,23,-85.93139079999855,2021-08-02,2021-08-10,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,24,-238.44235199999457,2021-08-11,2021-09-01,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,25,-52.71285919999718,2021-09-02,2021-10-08,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,26,-520.6659221999889,2021-10-11,2021-11-30,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,27,-184.3190909999994,2021-12-01,2021-12-23,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,28,-76.43782059999648,2021-12-24,2021-12-31,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,29,-146.6915620000018,2022-01-04,2022-02-08,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,3,169.96954460000416,2020-03-11,2020-03-24,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,30,1.1672818000024563,2022-02-09,2022-02-18,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,31,33.55037419999826,2022-02-21,2022-03-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,32,-165.76815759999045,2022-03-14,2022-04-27,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,33,-88.5835862999993,2022-04-28,2022-05-17,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,34,51.65192090000164,2022-05-18,2022-05-25,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,35,-104.58227989999614,2022-05-26,2022-06-14,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,36,-357.7014820000004,2022-06-15,2022-07-18,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,37,-754.4970433999897,2022-07-19,2022-09-05,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,38,11.551140499999747,2022-09-06,2022-09-27,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,39,-145.9537410999983,2022-09-28,2022-10-12,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,4,149.02555400000347,2020-03-25,2020-04-02,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,40,-160.96105089999946,2022-10-13,2022-11-01,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,41,-119.37961009999526,2022-11-02,2022-11-29,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,42,-273.0318011999989,2022-11-30,2023-01-05,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,43,-178.45962139999938,2023-01-06,2023-01-13,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,44,-68.71080029999939,2023-01-16,2023-02-01,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,45,71.2796511000015,2023-02-02,2023-02-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,46,130.64588170000206,2023-02-10,2023-02-20,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,47,110.32378150000113,2023-02-21,2023-03-02,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,48,-454.74013410000043,2023-03-03,2023-03-13,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,49,-454.00884286999826,2023-03-14,2023-05-25,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,5,-242.61824379999962,2020-04-03,2020-04-14,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,51,-5476.411347350004,2023-05-26,2026-09-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,6,-158.09101679998275,2020-04-15,2020-05-19,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,7,-395.4819947999931,2020-05-20,2020-06-16,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,8,-528.6572285999937,2020-06-17,2020-07-29,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_post0935_10,9,-343.7231157999995,2020-07-30,2020-08-12,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S0_30_paid_open_10,0,-13961.36043247977,2020-01-02,2026-09-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S0_30_paid_post0935_5,0,-13781.696779809557,2020-01-02,2026-09-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S0_30_paid_post0935_10,0,-13865.906820559729,2020-01-02,2026-09-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S0_30_locked_open_10,0,-11605.468658859783,2020-01-02,2026-09-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S0_30_locked_post0935_5,0,-11666.294812324653,2020-01-02,2026-09-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S0_30_locked_post0935_10,0,-11650.315796339753,2020-01-02,2026-09-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
